intent,pattern,response_type,is_master,response
kabar,apa kabar,static,false,"Halo! Apa kabar? 😊 Saya baik-baik saja, terima kasih! Sebagai asisten AI, saya selalu siap membantu Anda. Ada yang bisa saya bantu hari ini?"
bot_info,siapa kamu,static,false,Saya adalah chatbot CS untuk menjawab berbagai kebutuhan masyarakat tentang layanan pemerintah 😄
out_of_topic,cuacaa dong,static,false,"Maaf, saya hanya chatbot untuk menjawab seputar pemerintahan. mohon hubungi 123 untuk saran, kritik, dan pertanyaan 😄"
out_of_topic,bjirrr,static,false,"Maaf, saya hanya chatbot untuk menjawab seputar pemerintahan. mohon hubungi 123 untuk saran, kritik, dan pertanyaan 😄"
miss_info,kominfo tegallll,static,false,"maaf, bisa tuliskan pertanyaan dengan bahasa yang lebih sederhana?😅🥲"
ktp_info,cara buat ktp,static,false,"""untuk syarat membuat Kartu tanda penduduk (KTP) adalah sebagai berikut :|Telah berusia 17 ( tujuh belas ) tahun atau sudah nikah atau pernah nikah.|Mengisi formulir F1.21 Permohonan pembuatan KTP-el.|Foto Copy Akta Kelahiran/Ijazah/STTB.|Foto Copy KK, Surat Nikah/Perkawinan/Perceraian dan dokumen pendukung lainnya."""
ktp_info,pembutan ktp,static,false,"""untuk syarat membuat Kartu tanda penduduk (KTP) adalah sebagai berikut :|Telah berusia 17 ( tujuh belas ) tahun atau sudah nikah atau pernah nikah.|Mengisi formulir F1.21 Permohonan pembuatan KTP-el.|Foto Copy Akta Kelahiran/Ijazah/STTB.|Foto Copy KK, Surat Nikah/Perkawinan/Perceraian dan dokumen pendukung lainnya."""
ktp_info,pembuatan ktp,static,false,"""untuk syarat membuat Kartu tanda penduduk (KTP) adalah sebagai berikut :|Telah berusia 17 ( tujuh belas ) tahun atau sudah nikah atau pernah nikah.|Mengisi formulir F1.21 Permohonan pembuatan KTP-el.|Foto Copy Akta Kelahiran/Ijazah/STTB.|Foto Copy KK, Surat Nikah/Perkawinan/Perceraian dan dokumen pendukung lainnya."""
bot_info,kamu siapa,static,false,"""Saya adalah Firaa, saya hadir untuk menjawab berbagai kebutuhan masyarakat tentang layanan pemerintah 😄"""
kabar,apa kaar,static,false,"""Halo! Apa kabar? 😊 Saya baik-baik saja, terima kasih! Sebagai asisten AI, saya selalu siap membantu Anda. Ada yang bisa saya bantu hari ini?"""
miss_info,hkdhdkbdbdjdbd,static,false,"""maaf, bisa tuliskan pertanyaan dengan bahasa yang lebih sederhana?😅🥲"""
kominfo_info,alamat diskominfo kab tegal,static,false,"Diskominfo Kabupaten Tegal berada di sebelah selatan komplek alun alun slawi, tepatnya berada di Jl. DR. Soetomo No.1, Dukuh Ringin, Dukuhwringin, Kec. Slawi, Kabupaten Tegal, Jawa Tengah 52415."
miss_info,Jam buka,static,false,"""maaf, bisa tuliskan pertanyaan dengan bahasa yang lebih sederhana?😅🥲"""
miss_info,Alamat,static,false,"""maaf, bisa tuliskan pertanyaan dengan bahasa yang lebih sederhana?😅🥲"""
miss_info,cara membuat,static,false,"""maaf, bisa tuliskan pertanyaan dengan bahasa yang lebih sederhana?😅🥲"""
miss_info,start,static,false,"""maaf, bisa tuliskan pertanyaan dengan bahasa yang lebih sederhana?😅🥲"""
